0.000000e+00	-1.585108e-02	4.004986e-05	2.753124e-05	1.345159e-06	-3.265265e-06	-5.926779e-06	1.356559e-05	
2.000000e-03	-1.591921e-02	3.485518e-05	2.771728e-05	9.638912e-07	-3.531719e-06	-3.565772e-06	3.011240e-06	
4.000000e-03	-1.595133e-02	4.091631e-05	2.791483e-05	6.670019e-07	-3.510814e-06	-8.063234e-07	5.098562e-06	
6.000000e-03	-1.593797e-02	5.261386e-05	2.813398e-05	4.837341e-07	-3.178463e-06	2.157843e-06	1.007072e-05	
8.000000e-03	-1.588911e-02	6.039339e-05	2.839542e-05	4.779429e-07	-2.432796e-06	5.564742e-06	8.867062e-06	
1.000000e-02	-1.584046e-02	4.478598e-05	2.870272e-05	6.394595e-07	-1.372004e-06	8.689432e-06	-1.073256e-05	
1.200000e-02	-1.577406e-02	4.821482e-05	2.903977e-05	8.845424e-07	-2.620957e-07	1.034401e-05	-6.465786e-06	
1.400000e-02	-1.573295e-02	5.106672e-05	2.940011e-05	1.175705e-06	7.841379e-07	1.052369e-05	-3.682688e-06	
1.600000e-02	-1.574396e-02	4.137713e-05	2.978094e-05	1.493586e-06	1.716985e-06	9.602185e-06	-1.124062e-05	
1.800000e-02	-1.578781e-02	3.805078e-05	3.016780e-05	1.777776e-06	2.396267e-06	7.483572e-06	-9.552163e-06	
2.000000e-02	-1.584204e-02	4.756593e-05	3.055518e-05	2.009463e-06	2.808130e-06	4.715207e-06	2.334759e-06	
2.200000e-02	-1.590349e-02	4.862134e-05	3.095232e-05	2.227889e-06	3.086400e-06	2.330468e-06	2.574464e-06	
2.400000e-02	-1.594027e-02	4.940088e-05	3.136514e-05	2.454863e-06	3.304376e-06	6.964868e-07	2.217050e-06	
2.600000e-02	-1.592777e-02	5.982943e-05	3.179951e-05	2.709013e-06	3.517609e-06	-9.330537e-08	9.147491e-06	
2.800000e-02	-1.588921e-02	5.739055e-05	3.226460e-05	3.018545e-06	3.797005e-06	2.303203e-08	2.344408e-06	
3.000000e-02	-1.584493e-02	3.800551e-05	3.274874e-05	3.329631e-06	4.001806e-06	8.086616e-08	-1.488369e-05	
3.200000e-02	-1.578665e-02	3.414835e-05	3.322196e-05	3.527333e-06	3.863668e-06	-1.135331e-06	-1.144842e-05	
3.400000e-02	-1.574569e-02	3.754133e-05	3.366938e-05	3.569374e-06	3.335452e-06	-3.382817e-06	-2.605698e-06	
3.600000e-02	-1.575218e-02	3.235347e-05	3.409031e-05	3.473377e-06	2.527461e-06	-5.745778e-06	-3.694840e-06	
3.800000e-02	-1.579170e-02	3.257346e-05	3.448142e-05	3.246108e-06	1.509512e-06	-7.801062e-06	2.179233e-07	
4.000000e-02	-1.583584e-02	5.081678e-05	3.485203e-05	2.941881e-06	4.586190e-07	-8.823665e-06	1.628877e-05	
4.200000e-02	-1.590065e-02	4.727531e-05	3.522287e-05	2.651087e-06	-3.870992e-07	-8.127099e-06	7.227428e-06	
4.400000e-02	-1.593594e-02	4.912688e-05	3.560096e-05	2.400854e-06	-9.829354e-07	-6.213821e-06	5.232641e-06	
4.600000e-02	-1.592965e-02	5.394074e-05	3.598789e-05	2.194192e-06	-1.353541e-06	-3.786937e-06	5.746674e-06	
4.800000e-02	-1.589565e-02	4.845025e-05	3.638579e-05	2.035109e-06	-1.520650e-06	-1.308429e-06	-2.481047e-06	
5.000000e-02	-1.585099e-02	3.114603e-05	3.677862e-05	1.858979e-06	-1.673188e-06	1.942548e-07	-1.607816e-05	
5.200000e-02	-1.578983e-02	3.123531e-05	3.714135e-05	1.576431e-06	-2.032888e-06	-3.074515e-08	-8.950373e-06	
5.400000e-02	-1.575559e-02	2.814924e-05	3.746285e-05	1.162651e-06	-2.628611e-06	-1.511175e-06	-6.200564e-06	
5.600000e-02	-1.576497e-02	1.961835e-05	3.773626e-05	6.133176e-07	-3.432487e-06	-3.603758e-06	-8.064221e-06	
5.800000e-02	-1.580978e-02	1.356332e-05	3.794821e-05	-9.820967e-08	-4.473512e-06	-6.108810e-06	-6.363849e-06	
6.000000e-02	-1.585257e-02	3.196099e-05	3.810104e-05	-9.350306e-07	-5.619154e-06	-8.169331e-06	1.406431e-05	
6.200000e-02	-1.591945e-02	2.537411e-05	3.821318e-05	-1.803963e-06	-6.618704e-06	-8.730400e-06	5.358499e-06	
6.400000e-02	-1.597787e-02	4.396237e-06	3.827752e-05	-2.718998e-06	-7.523196e-06	-8.532324e-06	-1.136599e-05	
6.600000e-02	-1.598417e-02	-1.579047e-06	3.826394e-05	-3.777775e-06	-8.582492e-06	-9.007841e-06	-8.429330e-06	
6.800000e-02	-1.595422e-02	-8.851095e-06	3.815332e-05	-5.022644e-06	-9.873309e-06	-1.030429e-05	-6.759190e-06	
7.000000e-02	-1.591306e-02	-2.787112e-05	3.792846e-05	-6.481306e-06	-1.142341e-05	-1.225325e-05	-1.401997e-05	
7.200000e-02	-1.584353e-02	-1.886907e-05	3.757560e-05	-8.162990e-06	-1.320939e-05	-1.448221e-05	4.734616e-06	
7.400000e-02	-1.580502e-02	-1.856385e-05	3.710396e-05	-9.987924e-06	-1.499241e-05	-1.577567e-05	8.556137e-06	
